pl_hostname,pl_name,pl_discmethod,pl_pnum,pl_orbper,gaia_dist,st_teff,st_mass,st_rad,pl_eqt,pl_masse,pl_rade,pl_ratdor,pl_disc,pl_telescope,pl_pelink,pl_edelink,st_spstr,st_logg,st_lum,st_dens,st_metfe,st_metratio,st_age
Kepler-1561,Kepler-1561 b,Transit,1,1.00520701,859.36,5957,1.07,1.11,,,1.09,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1561_b/,,,4.38,,,0.04,[Fe/H],3.39
Kepler-1562,Kepler-1562 b,Transit,1,64.2737752,2190.84,5760,1.02,1.05,,,3.55,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1562_b/,,,4.41,,,0.11,[Fe/H],4.79
Kepler-1563,Kepler-1563 b,Transit,1,3.43276598,1697.74,5765,1,0.99,,,0.75,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1563_b/,,,4.45,,,0.02,[Fe/H],4.07
Kepler-1564,Kepler-1564 b,Transit,1,18.0540381,933,5528,0.93,0.9,,,1.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1564_b/,,,4.5,,,0.03,[Fe/H],4.57
Kepler-1565,Kepler-1565 b,Transit,1,1.53818844,641.29,4940,0.76,0.73,,,1.19,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1565_b/,,,4.6,,,-0.16,[Fe/H],5.62
Kepler-1566,Kepler-1566 b,Transit,1,0.53991524,472.94,5254,0.84,0.81,,,0.79,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1566_b/,,,4.56,,,-0.07,[Fe/H],5.01
Kepler-1567,Kepler-1567 b,Transit,1,153.979578,1248.79,5655,0.95,0.93,,,2.73,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1567_b/,,,4.49,,,-0.03,[Fe/H],4.17
Kepler-1568,Kepler-1568 b,Transit,1,20.925392,941.12,5956,1.09,1.19,,,1.3,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1568_b/,,,4.32,,,0.09,[Fe/H],4.57
Kepler-1569,Kepler-1569 b,Transit,1,5.79180156,971.7,6319,1.25,1.4,,,1.68,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1569_b/,,,4.24,,,0.06,[Fe/H],2.45
Kepler-157,Kepler-157 b,Transit,3,1.732342,791.27,5774,,1.04,,,1.32,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-157_b/,http://exoplanets.org/detail/Kepler-157_b,,4.39,,,,,
Kepler-157,Kepler-157 c,Transit,3,13.5405,791.27,5774,,1.04,,,2.24,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-157_c/,http://exoplanets.org/detail/Kepler-157_c,,4.39,,,,,
Kepler-157,Kepler-157 d,Transit,3,7.02573474,791.27,5774,,1.04,,,1.46,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-157_d/,,,4.39,,,,,
Kepler-1570,Kepler-1570 b,Transit,1,26.548955,943.83,5550,0.92,0.89,,,1.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1570_b/,,,4.5,,,-0.04,[Fe/H],4.17
Kepler-1571,Kepler-1571 b,Transit,1,3.38555488,688.64,6297,1.23,1.39,,,1.52,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1571_b/,,,4.24,,,0.04,[Fe/H],2.34
Kepler-1572,Kepler-1572 b,Transit,1,5.49548621,973.17,5618,0.97,0.95,,,0.94,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1572_b/,,,4.47,,,0.08,[Fe/H],4.79
Kepler-1573,Kepler-1573 b,Transit,1,2.6157554,1518.6,5808,1.01,1,,,1.2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1573_b/,,,4.44,,,0.02,[Fe/H],4.07
Kepler-1574,Kepler-1574 b,Transit,1,6.9424334,1441.27,5892,1.06,1.08,,,1.29,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1574_b/,,,4.4,,,0.08,[Fe/H],3.8
Kepler-1575,Kepler-1575 b,Transit,1,2.55314213,1292.46,5667,0.95,0.92,,,1.31,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1575_b/,,,4.49,,,-0.07,[Fe/H],4.17
Kepler-1576,Kepler-1576 b,Transit,1,6.98471973,467.13,5876,1.05,1.06,,,1.04,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1576_b/,,,4.4,,,0.05,[Fe/H],4.07
Kepler-1577,Kepler-1577 b,Transit,1,6.30560247,517.56,4862,0.78,0.74,,,1.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1577_b/,,,4.6,,,0,[Fe/H],4.27
Kepler-1578,Kepler-1578 b,Transit,1,1.45088691,1096.87,5545,0.9,0.86,,,1.04,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1578_b/,,,4.53,,,-0.13,[Fe/H],4.27
Kepler-1579,Kepler-1579 b,Transit,1,0.84990789,370.61,4584,0.75,0.7,,,0.84,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1579_b/,,,4.63,,,0.11,[Fe/H],2.24
Kepler-158,Kepler-158 b,Transit,2,16.709184,318.06,4623,,0.62,,,2.12,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-158_b/,http://exoplanets.org/detail/Kepler-158_b,,4.66,,,,,
Kepler-158,Kepler-158 c,Transit,2,28.551383,318.06,4623,,0.62,,,1.9,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-158_c/,http://exoplanets.org/detail/Kepler-158_c,,4.66,,,,,
Kepler-1580,Kepler-1580 b,Transit,1,56.6449279,1031.5,6228,1.47,2.15,,,2.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1580_b/,,,3.94,,,0.12,[Fe/H],2.75
Kepler-1581,Kepler-1581 b,Transit,1,6.28385491,500.23,6022,1.12,1.23,,,0.8,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1581_b/,,,4.31,,,0.07,[Fe/H],4.17
Kepler-1582,Kepler-1582 b,Transit,1,4.83817712,79.07,3208,0.28,0.3,,,1.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1582_b/,,,4.93,,,0.48,[Fe/H],7.76
Kepler-1583,Kepler-1583 b,Transit,1,9.32807355,408.69,5645,0.94,0.91,,,0.6,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1583_b/,,,4.49,,,-0.07,[Fe/H],4.27
Kepler-1584,Kepler-1584 b,Transit,1,13.3997099,1476.59,6069,1.1,1.13,,,1.61,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1584_b/,,,4.37,,,0,[Fe/H],3.31
Kepler-1585,Kepler-1585 b,Transit,1,3.5827463,969.44,5538,0.94,0.91,,,1.79,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1585_b/,,,4.5,,,0.08,[Fe/H],4.37
Kepler-1586,Kepler-1586 b,Transit,1,15.6049212,561.49,6681,1.45,1.75,,,1.52,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1586_b/,,,4.12,,,0.06,[Fe/H],1.7
Kepler-1587,Kepler-1587 b,Transit,1,9.4060467,1057.69,5933,1.08,1.22,,,1.33,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1587_b/,,,4.3,,,0.07,[Fe/H],5.01
Kepler-1588,Kepler-1588 b,Transit,1,7.84931739,949.35,5817,0.96,0.99,,,0.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1588_b/,,,4.43,,,-0.14,[Fe/H],5.5
Kepler-1589,Kepler-1589 b,Transit,1,0.99166527,1579.38,6166,1.18,1.25,,,1.09,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1589_b/,,,4.32,,,0.08,[Fe/H],2.75
Kepler-159,Kepler-159 b,Transit,2,10.139623,377.79,4625,,0.66,,,2.38,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-159_b/,http://exoplanets.org/detail/Kepler-159_b,M0 V,4.65,,,,,
Kepler-159,Kepler-159 c,Transit,2,43.595792,377.79,4625,,0.66,,,3.41,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-159_c/,http://exoplanets.org/detail/Kepler-159_c,M0 V,4.65,,,,,
Kepler-1590,Kepler-1590 b,Transit,1,7.61760804,788.62,6053,1.11,1.16,,,1.14,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1590_b/,,,4.35,,,0.03,[Fe/H],3.39
Kepler-1591,Kepler-1591 b,Transit,1,8.18504949,1478.62,6082,1.1,1.16,,,1.27,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1591_b/,,,4.35,,,0.01,[Fe/H],3.24
Kepler-1592,Kepler-1592 b,Transit,1,3.05710069,1717.89,6213,1.18,1.28,,,1.54,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1592_b/,,,4.29,,,0.04,[Fe/H],2.69
Kepler-1593,Kepler-1593 b,Transit,1,174.509835,649.83,4995,0.81,0.77,,,3.17,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1593_b/,,,4.59,,,0.02,[Fe/H],3.63
Kepler-1594,Kepler-1594 b,Transit,1,2.71603809,1004.8,5946,1.06,1.08,,,1.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1594_b/,,,4.39,,,0.03,[Fe/H],3.89
Kepler-1595,Kepler-1595 b,Transit,1,4.56380468,865.69,5203,0.84,0.8,,,1.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1595_b/,,,4.56,,,-0.02,[Fe/H],4.68
Kepler-1596,Kepler-1596 b,Transit,1,66.373379,2295.01,5706,0.95,0.92,,,1.9,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1596_b/,,,4.49,,,-0.11,[Fe/H],3.89
Kepler-1597,Kepler-1597 b,Transit,1,2.94654179,1265.57,6377,1.25,1.39,,,1.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1597_b/,,,4.24,,,0.02,[Fe/H],2.4
Kepler-1598,Kepler-1598 b,Transit,1,4.34195123,631.1,5940,1.07,1.09,,,0.95,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1598_b/,,,4.39,,,0.04,[Fe/H],3.8
Kepler-1599,Kepler-1599 b,Transit,1,122.363553,1380.89,5767,0.99,0.99,,,1.62,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1599_b/,,,4.45,,,0.02,[Fe/H],4.27
Kepler-16,Kepler-16 b,Transit,1,228.776,75.25,4450,0.69,0.65,,105.833,8.449,,2011,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-16_(ab)_b/,http://exoplanets.org/detail/Kepler-16_b,,4.65,,3.563,-0.3,[m/H],
Kepler-160,Kepler-160 b,Transit,2,4.309427,962.92,5857,,0.88,,,1.54,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-160_b/,http://exoplanets.org/detail/Kepler-160_b,,4.51,,,,,
Kepler-160,Kepler-160 c,Transit,2,13.699087,962.92,5857,,0.88,,,3.61,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-160_c/,http://exoplanets.org/detail/Kepler-160_c,,4.51,,,,,
Kepler-1600,Kepler-1600 b,Transit,1,386.370548,1061.11,5214,0.86,0.82,,,3.13,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1600_b/,,,4.55,,,0.07,[Fe/H],4.68
Kepler-1601,Kepler-1601 b,Transit,1,2.20921951,656.65,5869,1.04,1.07,,,0.82,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1601_b/,,,4.4,,,0.05,[Fe/H],4.27
Kepler-1602,Kepler-1602 b,Transit,1,11.17931605,641.44,6296,1.22,1.36,,,1.34,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1602_b/,,,4.25,,,0.02,[Fe/H],2.51
Kepler-1603,Kepler-1603 b,Transit,1,2.27163926,2936.55,6241,1.21,1.31,,,1.29,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1603_b/,,,4.28,,,0.07,[Fe/H],2.82
Kepler-1604,Kepler-1604 b,Transit,1,0.68368426,549.72,4976,0.81,0.76,,,1.41,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1604_b/,,,4.59,,,0.02,[Fe/H],4.17
Kepler-1605,Kepler-1605 b,Transit,1,85.7565495,554.91,5280,0.86,0.82,,,1.08,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1605_b/,,,4.55,,,-0.01,[Fe/H],4.68
Kepler-1606,Kepler-1606 b,Transit,1,196.435224,851.41,5422,0.9,0.86,,,2.07,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1606_b/,,,4.53,,,0.01,[Fe/H],4.27
Kepler-1607,Kepler-1607 b,Transit,1,13.6473676,1334.37,6116,1.14,1.21,,,0.92,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1607_b/,,,4.33,,,0.05,[Fe/H],3.16
Kepler-1608,Kepler-1608 b,Transit,1,16.4735686,976.15,4992,0.75,0.72,,,1.73,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1608_b/,,,4.61,,,-0.24,[Fe/H],5.13
Kepler-1609,Kepler-1609 b,Transit,1,114.34219,1926.32,6132,1.18,1.27,,,2.22,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1609_b/,,,4.29,,,0.1,[Fe/H],3.02
Kepler-161,Kepler-161 b,Transit,2,4.921355,440.15,5078,,0.81,,,2.12,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-161_b/,http://exoplanets.org/detail/Kepler-161_b,,4.55,,,,,
Kepler-161,Kepler-161 c,Transit,2,7.06424,440.15,5078,,0.81,,,2.05,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-161_c/,http://exoplanets.org/detail/Kepler-161_c,,4.55,,,,,
Kepler-1610,Kepler-1610 b,Transit,1,8.70181574,885.59,5383,0.91,0.87,,,1.61,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1610_b/,,,4.52,,,0.1,[Fe/H],4.68
Kepler-1611,Kepler-1611 b,Transit,1,5.1762429,27199.21,5605,0.94,0.93,,,0.81,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1611_b/,,,4.49,,,0.01,[Fe/H],5.01
Kepler-1612,Kepler-1612 b,Transit,1,3.91795101,781.78,5643,0.96,0.94,,,1.03,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1612_b/,,,4.48,,,0.03,[Fe/H],4.57
Kepler-1613,Kepler-1613 b,Transit,1,1.5184299,1576.23,6005,1.08,1.12,,,2.08,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1613_b/,,,4.37,,,0.01,[Fe/H],3.55
Kepler-1614,Kepler-1614 b,Transit,1,3.9466141,1232.9,5121,0.79,0.76,,,1.49,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1614_b/,,,4.58,,,-0.17,[Fe/H],5.5
Kepler-1615,Kepler-1615 b,Transit,1,47.3126192,1452.13,5865,1.04,1.05,,,2.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1615_b/,,,4.42,,,0.06,[Fe/H],3.89
Kepler-1616,Kepler-1616 b,Transit,1,6.76284377,1176.45,6266,1.21,1.34,,,1.02,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1616_b/,,,4.26,,,0.02,[Fe/H],2.75
Kepler-1617,Kepler-1617 b,Transit,1,27.4785572,922.16,6167,1.15,1.22,,,1.2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1617_b/,,,4.32,,,0.01,[Fe/H],3.02
Kepler-1618,Kepler-1618 b,Transit,1,6.10826019,1274.02,6620,1.41,1.65,,,1.26,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1618_b/,,,4.15,,,0.04,[Fe/H],1.78
Kepler-1619,Kepler-1619 b,Transit,1,23.6225913,750.75,5852,1,1,,,0.76,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1619_b/,,,4.44,,,-0.07,[Fe/H],4.27
Kepler-162,Kepler-162 b,Transit,2,6.919798,877.01,5816,,0.96,,,1.26,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-162_b/,http://exoplanets.org/detail/Kepler-162_b,,4.44,,,,,
Kepler-162,Kepler-162 c,Transit,2,19.446355,877.01,5816,,0.96,,,3.03,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-162_c/,http://exoplanets.org/detail/Kepler-162_c,,4.44,,,,,
Kepler-1620,Kepler-1620 b,Transit,1,101.951829,,6157,1.15,1.23,,,1.61,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1620_b/,,,4.31,,,0.03,[Fe/H],3.02
Kepler-1621,Kepler-1621 b,Transit,1,92.263714,1709.43,6158,1.15,1.24,,,2.16,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1621_b/,,,4.31,,,0.03,[Fe/H],2.69
Kepler-1622,Kepler-1622 b,Transit,1,10.8118737,815.16,6436,1.31,1.5,,,1.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1622_b/,,,4.2,,,0.04,[Fe/H],2.19
Kepler-1623,Kepler-1623 b,Transit,1,4.36128348,857.91,5772,1,1,,,1.31,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1623_b/,,,4.44,,,0.04,[Fe/H],4.27
Kepler-1624,Kepler-1624 b,Transit,1,3.29030452,260.88,3636,0.5,0.47,,,5.7,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1624_b/,,,4.78,,,0.06,[Fe/H],4.47
Kepler-1625,Kepler-1625 b,Transit,1,287.378949,2460.33,5677,0.96,0.94,,,6.06,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1625_b/,,,4.48,,,0.01,[Fe/H],4.37
Kepler-1626,Kepler-1626 b,Transit,1,4.13962966,1424.26,6826,1.51,1.85,,,2.02,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1626_b/,,,4.08,,,0.04,[Fe/H],1.55
Kepler-1627,Kepler-1627 b,Transit,1,7.20283653,320.28,5445,0.87,0.84,,,3.69,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1627_b/,,,4.54,,,-0.1,[Fe/H],4.68
Kepler-1628,Kepler-1628 b,Transit,1,76.378033,,3724,0.55,0.52,,,6.43,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1628_b/,,,4.74,,,0.17,[Fe/H],5.13
Kepler-1629,Kepler-1629 b,Transit,1,3.87595807,339.36,5776,1.01,1.01,,,0.77,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1629_b/,,,4.44,,,0.05,[Fe/H],4.27
Kepler-163,Kepler-163 b,Transit,2,7.810937,703.69,5776,,0.92,,,1.05,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-163_b/,http://exoplanets.org/detail/Kepler-163_b,,4.52,,,,,
Kepler-163,Kepler-163 c,Transit,2,21.347262,703.69,5776,,0.92,,,2.26,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-163_c/,http://exoplanets.org/detail/Kepler-163_c,,4.52,,,,,
Kepler-1630,Kepler-1630 b,Transit,1,509.997402,334.4,4736,0.66,0.63,,,2.19,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1630_b/,,,4.66,,,-0.46,[Fe/H],5.01
Kepler-1631,Kepler-1631 b,Transit,1,4.09513932,1354.99,5679,0.97,0.95,,,1.35,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1631_b/,,,4.47,,,0.04,[Fe/H],4.17
Kepler-1632,Kepler-1632 b,Transit,1,448.303558,731.88,6137,1.12,1.19,,,2.47,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1632_b/,,,4.33,,,0,[Fe/H],3.09
Kepler-1633,Kepler-1633 b,Transit,1,186.404271,1151.97,6256,1.2,1.32,,,1.58,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1633_b/,,,4.27,,,0.02,[Fe/H],2.82
Kepler-1634,Kepler-1634 b,Transit,1,374.876239,628.42,5474,0.92,0.89,,,3.19,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1634_b/,,,4.51,,,0.02,[Fe/H],4.47
Kepler-1635,Kepler-1635 b,Transit,1,469.63111,1102.63,5347,0.89,0.85,,,3.64,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1635_b/,,,4.53,,,0.06,[Fe/H],4.9
Kepler-1636,Kepler-1636 b,Transit,1,425.47785,2062.08,5797,1.01,1.02,,,3.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1636_b/,,,4.43,,,0.03,[Fe/H],3.98
Kepler-1637,Kepler-1637 b,Transit,1,6.10960324,,5789,1.02,1.02,,,0.89,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1637_b/,,,4.43,,,0.07,[Fe/H],4.17
Kepler-1638,Kepler-1638 b,Transit,1,259.33683,1595.07,5710,0.97,0.95,,,1.87,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1638_b/,,,4.47,,,-0.01,[Fe/H],4.37
Kepler-1639,Kepler-1639 b,Transit,1,9.878482,1062.84,6150,1.12,1.18,,,2.58,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1639_b/,,,4.34,,,-0.03,[Fe/H],3.16
Kepler-164,Kepler-164 b,Transit,3,5.03503,914.18,5888,,1.15,,,1.41,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-164_b/,http://exoplanets.org/detail/Kepler-164_b,,4.33,,,,,
Kepler-164,Kepler-164 c,Transit,3,10.945723,914.18,5888,,1.15,,,2.73,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-164_c/,http://exoplanets.org/detail/Kepler-164_c,,4.33,,,,,
Kepler-164,Kepler-164 d,Transit,3,28.986769,914.18,5888,,1.15,,,2.45,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-164_d/,http://exoplanets.org/detail/Kepler-164_d,,4.33,,,,,
Kepler-1640,Kepler-1640 b,Transit,1,7.5844126,813.4,6324,1.27,1.43,,,4.82,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1640_b/,,,4.23,,,0.1,[Fe/H],2.4
Kepler-1641,Kepler-1641 b,Transit,2,19.672266,881.88,6152,1.12,1.19,,,3.11,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1641_b/,,,4.34,,,-0.02,[Fe/H],3.02
Kepler-1641,Kepler-1641 c,Transit,2,32.657212,881.88,6152,1.12,1.19,,,2.95,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1641_c/,,,4.34,,,-0.02,[Fe/H],3.02
Kepler-1642,Kepler-1642 b,Transit,2,12.2057513,418.86,5355,0.88,0.84,,,3.2,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1642_b/,,,4.54,,,-0.01,[Fe/H],4.47
Kepler-1642,Kepler-1642 c,Transit,2,6.6513802,418.86,5355,0.88,0.84,,,2.66,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1642_c/,,,4.54,,,-0.01,[Fe/H],4.47
Kepler-1643,Kepler-1643 b,Transit,1,5.34264507,345.16,5508,0.92,0.88,,,2.3,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1643_b/,,,4.52,,,-0.01,[Fe/H],3.89
Kepler-1644,Kepler-1644 b,Transit,1,21.0907758,1269.61,5499,0.89,0.86,,,1.88,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1644_b/,,,4.53,,,-0.1,[Fe/H],4.27
Kepler-1645,Kepler-1645 b,Transit,1,16.1779561,1245.11,5812,1.02,1.02,,,1.78,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1645_b/,,,4.43,,,0.04,[Fe/H],4.17
Kepler-1646,Kepler-1646 b,Transit,1,4.48558383,128.06,3299,0.24,0.26,,,1.23,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1646_b/,,,5.01,,,0.04,[Fe/H],4.68
Kepler-1647,Kepler-1647 b,Transit,1,1107.5923,1256,6210,1.22,1.79,,483,11.874,,2016,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1647_%28ab%29_b/,,,4.02,,,-0.14,[Fe/H],4.4
Kepler-1649,Kepler-1649 b,Transit,1,8.68909,92.43,3240,0.22,0.25,,,1.08,60.6,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/Kepler-1649_b/,,,4.98,,,-0.15,[Fe/H],
Kepler-165,Kepler-165 b,Transit,2,8.180848,570.07,5211,,0.77,,,2.32,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-165_b/,http://exoplanets.org/detail/Kepler-165_b,,4.54,,,,,
Kepler-165,Kepler-165 c,Transit,2,15.31299,570.07,5211,,0.77,,,2.23,,2014,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-165_c/,http://exoplanets.org/detail/Kepler-165_c,,4.54,,,,,
Kepler-1650,Kepler-1650 b,Transit,1,1.53818001,134.92,3410,0.33,0.33,,,0.96,,2017,0.95 m Kepler Telescope,,,,,-1.871,8.73,-0.11,[Fe/H],
Kepler-1651,Kepler-1651 b,Transit,1,9.87863917,66.54,3713,0.52,0.5,,,1.84,,2017,0.95 m Kepler Telescope,,,,,-1.368,4.1,-0.16,[Fe/H],
Kepler-1652,Kepler-1652 b,Transit,1,38.09722,,3638,0.4,0.38,268,,1.6,91,2017,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1652_b/,,,4.88,-1.638,7.05,-0.3,[Fe/H],3.2
Kepler-1653,Kepler-1653 b,Transit,1,140.2524,,4807,0.72,0.69,284,,2.17,146.7,2017,0.95 m Kepler Telescope,,,,4.62,-0.636,2.16,-0.18,[Fe/H],7.7
Kepler-1654,Kepler-1654 b,Transit,1,1047.8356,577.6,5597,1.01,1.18,206,158.915,9.18,370.3,2018,0.95 m Kepler Telescope,,,G5 V,4.3,0.09,0.876,-0.088,[Fe/H],5
Kepler-1655,Kepler-1655 b,Transit,1,11.8728787,214.58,6148,1.03,1.03,,5,2.213,20.5,2018,0.95 m Kepler Telescope,http://exoplanet.eu/catalog/kepler-1655_b/,,G0 V,4.36,,1.3,-0.24,[Fe/H],2.56
Kepler-1656,Kepler-1656 b,Transit,1,31.578659,186.88,5731,1.03,1.1,651,48.6,5.02,38.7,2018,0.95 m Kepler Telescope,,,,4.37,,,0.19,[Fe/H],6.31
